OTU_ID	S100	S101	S109	S110	S111	S112	S113	S121	S122	S123	S124	S125	S133	S134	S135	S136	S137	S145	S146	S147	S148	S149	S157	S158	S159	S160	S161	S169	S170	S171	S172	S173	S181	S182	S183	S184	S185	S504	S505	S506	S507	S508	S509	S516	S517	S518	S519	S520	S521	S528	S529	S530	S531	S532	S533	S540	S541	S542	S543	S544	S545	S552	S553	S554	S555	S556	S557	S564	S565	S566	S567	S568	S569	S576	S577	S578	S579	S580	S581	S588	S589	S590	S591	S592	S593	S97	S98	S99
Otu705	2	3	11	16	4	0	9	11	5	6	2	0	5	6	1	2	5	14	0	6	2	3	4	4	11	14	6	5	4	1	39	2	0	0	1	2	0	1	0	0	0	0	0	0	20	18	0	1	0	1	0	0	1	0	4	7	0	1	0	0	3	0	0	3	0	0	19	0	1	0	47	0	0	2	0	0	2	0	0	0	0	0	0	0	0	7	1	10
Otu887	1	5	43	46	31	1	23	11	5	19	20	10	1	5	8	2	18	61	5	2	3	11	2	5	16	191	4	5	23	6	55	0	1	2	4	2	1	3	1	0	0	1	2	1	1	22	2	0	1	2	0	0	3	0	20	3	0	1	0	0	3	0	0	0	1	1	17	0	0	2	18	0	0	1	3	0	1	2	2	5	1	0	0	0	4	12	1	222
Otu556	5	5	27	53	46	9	18	20	22	15	11	12	33	11	4	3	4	206	7	27	1	4	10	14	20	66	5	7	5	2	45	2	6	4	0	3	4	1	3	2	10	2	1	1	52	44	1	3	2	3	3	0	1	1	55	49	5	3	2	13	5	3	4	3	6	3	70	11	1	1	177	6	3	1	1	0	14	14	1	9	5	1	2	3	0	17	6	73
Otu791	6	5	2	13	0	1	2	7	3	1	0	0	1	4	0	1	0	43	0	5	2	1	2	3	7	15	3	1	1	0	0	0	1	1	0	1	0	0	0	2	1	0	2	1	13	7	4	0	0	0	1	1	0	0	4	6	0	0	0	2	0	1	0	0	0	0	3	3	3	2	36	0	0	0	1	0	3	0	0	1	1	0	1	0	0	4	2	6
Otu1015	2	2	4	10	3	0	4	1	4	0	0	0	0	2	0	0	1	2	0	1	1	0	0	0	7	7	0	0	0	0	16	0	0	0	0	0	0	0	1	0	0	0	0	1	8	4	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	1	1	0	1	0	1	0	1	0	1	0	0	0	3	2	9
Otu220	11	10	86	516	55	26	137	17	15	5	10	39	12	2	1	5	2	85	1	7	0	2	14	14	21	222	1	14	114	2	119	3	15	20	0	5	1	1	1	0	0	1	0	1	14	11	0	1	0	0	0	0	0	0	8	6	0	0	0	3	2	0	1	0	4	0	18	1	1	0	15	1	7	4	0	2	13	4	1	2	1	0	1	2	0	35	27	34
Otu959	4	4	10	7	2	1	1	0	4	3	1	0	1	3	0	0	1	2	1	2	0	2	0	0	10	8	2	3	1	0	9	1	0	1	2	0	2	0	0	0	0	0	0	1	5	6	1	0	0	0	0	1	2	0	2	3	1	0	0	1	2	0	1	1	0	0	13	0	0	0	12	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	3
Otu2116	2	0	0	15	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25
Otu1437	3	0	10	15	4	0	3	0	1	0	0	0	1	0	0	0	0	3	0	2	0	1	3	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	9
Otu542	3	1	16	17	4	5	18	15	7	3	2	5	1	3	0	1	1	50	2	5	0	2	0	5	9	23	3	1	3	3	45	0	1	5	0	5	2	1	0	3	0	0	0	2	10	9	0	1	0	0	0	1	0	0	3	6	0	0	0	0	0	0	1	0	0	0	12	0	0	0	69	0	1	1	0	0	10	1	2	0	0	1	1	0	0	7	2	20
Otu374	12	3	13	38	33	3	14	9	0	3	7	7	1	1	2	11	6	52	3	22	1	4	6	9	6	168	3	7	3	2	13	1	7	3	0	2	2	0	0	0	0	0	0	2	0	9	0	1	0	0	0	0	2	0	3	1	0	2	1	1	0	1	0	0	0	0	3	0	0	0	15	0	0	1	0	0	3	0	1	1	0	0	1	0	0	4	6	124
Otu1948	3	14	38	114	62	10	134	70	42	53	80	48	2	8	1	1	0	0	0	4	2	1	25	21	10	214	5	4	27	5	44	2	0	0	0	0	1	8	1	4	0	3	6	0	11	10	1	0	1	0	0	0	0	0	0	5	0	1	0	0	0	0	0	1	1	0	25	0	0	0	11	0	1	4	2	0	2	2	2	0	0	0	0	0	2	36	14	187
Otu381	6	9	28	24	9	0	9	19	4	6	1	9	6	7	3	3	4	48	0	14	2	1	6	7	23	27	7	11	1	2	54	3	5	4	2	5	3	2	2	0	0	2	2	2	34	43	0	0	3	0	0	0	0	0	24	8	4	2	0	1	1	0	0	1	1	0	33	3	3	0	80	0	0	4	1	0	2	0	0	3	0	1	1	1	1	13	0	30
Otu2014	2	0	2	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu392	8	8	101	78	10	5	18	20	0	1	1	7	28	9	0	0	0	85	0	9	18	0	3	6	6	10	0	2	0	1	60	1	2	1	1	14	0	1	0	0	1	0	0	7	5	4	1	0	1	1	0	0	1	0	1	26	0	3	1	1	0	1	1	0	0	0	21	13	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	2	0	4
Otu2827	2	2	3	6	3	0	2	11	1	1	0	0	7	10	0	4	1	54	2	9	5	3	6	2	7	16	0	0	0	0	0	0	0	1	3	4	1	0	0	0	0	0	0	1	7	7	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	2	0	6	0	0	2	1	0	0	1	0	0	0	0	0	0	0	5	3	14
Otu2060	11	10	42	139	159	21	53	207	85	78	75	42	16	44	14	26	19	163	15	90	19	11	22	54	104	292	26	21	20	6	222	15	3	9	7	16	9	7	2	1	3	0	1	3	26	101	6	3	3	1	1	0	1	0	14	76	7	11	1	3	0	2	2	1	1	0	50	0	7	1	70	1	1	9	9	3	6	15	1	1	0	0	5	1	1	37	10	54
Otu386	2	0	31	64	107	4	26	32	7	0	14	4	0	0	0	2	10	36	0	20	2	5	8	14	5	93	0	3	2	2	106	4	0	0	0	2	0	0	0	2	0	0	0	0	0	18	1	0	0	0	1	0	1	0	4	20	2	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu1951	1	0	3	12	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2844	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Otu554	12	4	15	86	17	0	8	7	6	5	0	5	1	7	2	5	2	43	2	12	0	1	3	3	4	48	2	6	8	2	21	1	1	1	0	1	1	4	1	1	0	0	1	3	11	19	0	1	0	0	0	0	2	3	10	3	1	0	1	5	4	1	1	0	0	1	42	5	1	0	45	2	0	0	0	0	1	1	0	1	0	0	0	0	0	17	7	31
Otu860	2	2	4	12	0	1	7	3	3	4	3	3	3	0	1	0	2	126	2	6	1	1	1	7	0	13	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	1	0	10	9	1	0	0	0	0	0	0	1	8	6	0	1	0	0	0	0	0	0	0	0	9	0	0	1	11	0	1	0	0	0	4	3	2	0	0	0	1	0	0	3	1	17
Otu3090	1	0	2	5	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu284	7	6	50	63	11	3	11	53	26	5	5	19	7	2	3	8	6	160	0	19	6	8	8	9	39	117	6	5	4	3	41	3	3	8	2	16	4	4	0	0	1	2	1	3	23	62	2	0	0	2	0	3	0	0	10	19	2	1	0	0	1	3	0	0	0	0	43	0	1	1	78	4	0	2	0	3	4	2	1	0	0	1	0	0	0	31	21	140
Otu1041	1	1	30	11	11	2	9	21	3	2	7	2	0	1	0	1	0	29	1	3	0	0	2	4	5	2	0	1	0	0	3	0	1	3	2	1	0	0	0	0	0	0	0	0	4	7	1	0	0	0	0	0	0	2	5	7	0	1	0	1	0	0	0	0	4	1	11	0	0	1	7	2	1	0	0	0	5	1	0	3	5	0	1	1	0	0	22	4
Otu124	14	22	24	149	135	27	12	65	16	47	57	11	13	12	6	139	83	283	8	55	8	8	24	4	21	195	12	2	0	0	0	0	39	29	24	34	14	0	0	0	2	0	0	4	114	70	4	1	1	6	1	4	2	10	68	28	2	3	3	7	4	3	4	1	7	0	137	0	3	2	93	0	1	3	1	3	1	1	1	4	2	3	5	3	11	84	59	637
Otu613	7	5	29	58	12	2	9	9	5	3	3	8	16	4	0	3	3	46	0	18	3	1	8	8	10	28	0	4	1	0	9	1	1	1	1	3	0	2	0	0	1	0	1	0	10	5	0	0	0	1	1	2	0	1	9	3	5	1	1	6	1	0	0	1	1	0	6	4	0	0	7	0	1	0	1	0	9	5	1	2	0	0	2	2	1	20	9	180
Otu1502	2	3	1	23	4	1	0	0	1	0	1	0	2	0	0	2	0	0	0	0	0	1	2	1	0	3	1	0	0	0	4	0	0	3	2	0	0	0	0	1	0	0	0	0	2	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	8	5	7
Otu508	5	11	21	35	9	1	11	7	10	3	0	5	2	3	1	1	8	43	2	14	2	3	7	5	41	20	9	17	2	12	111	8	1	0	0	0	0	3	4	0	1	1	0	1	16	41	2	0	0	0	3	0	0	0	0	9	1	1	1	0	0	0	0	0	1	0	4	0	0	3	2	0	0	5	2	0	1	0	1	0	0	0	1	0	0	10	0	20
Otu300	8	14	41	47	16	2	14	43	7	16	2	7	29	24	9	11	7	116	5	14	1	0	8	10	40	54	15	16	1	14	175	10	2	0	2	1	2	6	8	0	2	0	3	6	44	59	3	0	0	0	1	0	0	0	8	27	1	1	1	0	0	6	1	0	0	0	54	2	2	1	39	4	2	7	7	0	17	3	0	0	0	2	0	1	0	39	5	63
Otu429	20	7	16	22	12	1	13	25	7	5	1	7	4	1	2	0	0	32	0	11	0	5	9	7	21	28	2	12	7	2	29	3	0	0	0	0	0	3	2	1	0	0	4	0	21	28	1	1	0	0	0	0	0	0	0	11	0	1	0	0	1	0	0	0	0	0	19	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	28	6	44
Otu692	22	9	41	84	10	0	8	5	4	4	1	5	5	3	2	4	4	67	1	7	3	4	1	12	15	43	2	5	4	0	30	0	3	3	1	3	0	6	0	0	0	1	0	0	13	15	1	2	0	0	0	1	4	2	15	9	0	0	2	0	1	1	0	1	1	1	7	1	0	0	6	3	0	1	0	1	6	1	0	0	1	0	0	5	0	3	2	46
Otu184	8	61	63	105	157	48	72	143	49	184	8	126	104	62	239	2	795	140	24	266	97	41	52	18	673	44	59	47	20	28	258	29	30	2	7	6	13	20	50	9	3	1	5	30	557	402	36	2	6	7	4	1	9	2	36	59	1	2	1	0	7	18	11	2	13	0	291	4	0	4	208	7	2	4	10	6	7	2	2	22	9	13	28	1	0	65	7	287
Otu1205	3	5	3	0	0	0	0	1	0	2	0	0	7	5	2	3	1	1	1	1	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	9	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	26	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1
Otu291	16	18	31	63	39	3	52	61	4	20	9	0	8	8	6	16	5	134	1	6	5	6	3	6	7	110	8	0	0	0	1	0	5	4	2	9	2	0	0	2	0	0	1	0	50	33	1	0	0	3	5	0	1	1	16	27	0	1	0	1	2	1	2	1	1	2	150	6	3	1	38	0	0	0	1	0	0	2	0	1	0	2	3	1	0	22	2	87
Otu1591	1	0	1	3	1	1	10	2	0	2	0	0	0	3	0	0	0	8	0	0	0	0	1	4	1	11	0	0	1	0	7	0	0	2	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11
Otu718	1	0	9	30	5	1	1	11	4	1	1	3	6	2	1	1	0	15	1	5	1	0	1	4	13	20	3	3	1	2	16	0	1	2	0	2	0	4	1	2	0	0	0	1	13	4	0	0	0	1	0	0	0	1	3	5	1	0	1	1	0	0	1	1	0	0	6	3	0	1	24	0	1	2	0	0	1	1	0	2	2	2	0	0	0	12	0	16
Otu495	3	8	18	16	3	2	10	21	5	1	2	4	6	2	1	1	8	60	1	5	1	0	3	5	9	17	2	3	1	0	4	1	2	0	2	4	0	2	1	0	1	1	0	2	41	25	0	0	0	1	3	0	2	0	9	16	1	3	1	0	0	0	0	0	1	3	21	0	3	2	103	2	1	1	0	2	0	0	0	4	1	2	0	2	1	19	0	26
Otu239	20	11	42	151	59	4	24	7	1	4	9	3	3	5	0	43	8	123	3	33	2	2	9	15	17	167	4	5	0	0	23	0	11	4	3	9	0	1	0	0	1	1	0	4	24	24	3	0	1	1	1	1	2	2	17	18	2	7	0	0	2	1	0	4	1	0	44	0	1	0	6	3	1	3	1	1	2	3	0	0	0	0	4	3	1	13	54	159
Otu436	3	0	11	66	19	6	19	16	2	3	0	1	5	7	1	2	2	102	1	11	2	0	0	4	10	34	0	0	0	1	6	0	0	5	1	0	0	2	4	1	4	2	3	1	18	8	1	0	0	3	1	0	1	0	8	8	4	2	1	1	0	4	3	0	4	0	21	1	0	1	36	2	1	1	1	0	0	1	1	2	1	1	0	0	0	15	2	80
Otu421	7	15	72	123	39	2	32	36	19	7	17	4	15	15	1	2	10	92	0	21	5	1	13	30	59	64	2	3	7	2	40	1	7	17	11	6	0	1	2	2	3	1	3	1	22	19	1	0	1	1	2	0	4	0	25	22	0	1	2	5	1	0	0	2	3	2	43	10	0	1	70	5	2	2	4	1	8	1	1	3	0	0	2	2	2	28	31	181
Otu3019	1	0	2	7	5	1	2	3	2	0	1	1	0	2	0	0	0	8	0	0	1	0	2	0	5	12	1	2	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Otu377	10	27	60	35	34	9	16	11	15	21	19	12	11	7	3	2	4	310	7	10	0	1	12	16	93	48	7	2	5	0	36	0	2	1	4	3	2	3	2	2	0	3	1	0	87	39	2	1	2	0	1	0	1	1	14	10	4	7	9	2	0	0	0	1	0	0	0	0	5	1	2	13	1	1	4	0	14	8	0	0	0	0	3	0	0	70	15	201
Otu2424	2	2	14	34	1	8	8	9	9	1	1	0	6	6	0	0	0	9	2	6	1	1	1	3	15	16	3	2	0	3	68	2	1	1	0	1	0	3	1	0	0	0	0	1	13	9	0	0	0	0	0	0	0	0	4	15	1	0	0	0	0	0	0	0	0	1	11	1	0	0	6	3	0	0	1	0	0	0	1	0	0	0	1	0	0	7	0	23
Otu956	15	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	6	0	3	2	5	3	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	6	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	14
Otu1049	9	8	44	157	48	1	18	25	5	2	4	7	3	11	3	5	18	41	11	6	1	0	4	23	48	62	4	7	6	1	22	0	6	3	5	10	0	1	0	2	1	4	0	2	8	13	0	1	1	1	1	0	2	0	25	4	7	1	0	1	1	0	0	1	6	2	13	0	0	1	12	6	2	2	2	0	0	2	0	0	0	0	4	1	0	28	25	138
Otu1365	1	1	4	11	0	0	2	2	0	0	0	0	1	1	0	0	0	9	0	6	0	0	3	2	2	6	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	1	0	0	2	3	0	0	1	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	9	4	6
Otu595	7	4	7	19	67	2	5	6	0	4	25	1	0	2	0	7	0	10	0	6	1	4	0	2	0	16	0	0	2	0	2	39	0	0	0	0	0	2	1	9	0	1	0	0	3	29	5	0	2	0	0	0	0	0	10	5	0	7	0	0	2	0	0	0	0	0	5	0	0	0	1	1	2	2	2	2	6	0	0	0	0	2	0	0	0	5	0	26
Otu681	2	3	29	57	9	0	3	9	0	0	0	0	2	0	1	0	1	36	0	0	0	0	0	1	2	37	0	0	1	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	2	1	0	1	2	0	0	2	0	3	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	16	0	1	0	0	0	0	0	1	2	0	0	0	1	0	1	9	29
Otu2774	3	14	6	78	15	3	9	7	5	2	2	2	0	0	0	4	7	10	1	0	1	1	0	1	2	51	0	0	1	0	3	0	0	2	1	1	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	1	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	13	4	244
Otu842	4	3	4	2	6	7	40	3	4	6	1	7	0	0	0	2	16	10	0	0	3	2	0	10	4	0	3	3	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	1	15	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	2	33
Otu728	2	7	9	21	1	2	4	8	10	2	5	0	10	8	0	5	0	140	2	27	9	0	5	7	29	42	2	2	4	0	22	0	2	3	0	1	2	2	1	1	0	1	2	0	14	11	0	1	0	0	1	0	2	0	5	8	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	1	1	0	1	8	3	39
Otu2058	8	14	32	33	8	3	19	99	12	11	12	22	14	16	25	11	40	87	7	10	4	2	6	25	24	106	7	5	2	1	17	0	3	9	5	2	4	4	2	1	0	5	0	7	107	32	2	2	0	0	0	0	1	0	16	33	0	0	0	4	2	1	2	3	2	1	28	0	2	1	20	0	0	2	3	0	5	0	0	0	0	0	0	0	1	34	10	126
Otu2092	4	83	51	54	23	5	13	97	94	19	9	19	51	24	1	12	0	129	10	5	0	0	8	26	80	60	7	10	49	13	51	5	0	0	0	0	0	6	8	3	0	0	0	0	15	35	1	0	0	0	0	0	0	0	0	12	2	0	1	0	3	0	0	0	0	0	28	0	0	0	2	2	1	0	0	0	2	0	0	0	0	0	1	0	0	16	7	27
Otu621	1	2	3	7	9	0	0	12	0	1	2	8	1	0	0	9	13	29	0	0	1	2	0	0	3	22	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	36	8	2	0	0	0	0	1	1	0	5	0	0	0	2	1	1	0	0	0	0	0	7	0	1	0	3	1	1	0	0	0	0	0	1	0	8	0	2	0	0	21	4	55
Otu2977	1	1	7	40	8	2	0	3	0	1	6	1	2	4	0	7	3	6	0	6	0	0	4	1	5	31	1	0	0	0	1	0	2	0	1	5	0	0	0	0	2	0	0	0	3	5	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	9	0	0	0	7	0	0	0	1	1	0	0	0	1	0	0	0	1	0	7	2	24
Otu1281	2	0	2	4	2	0	0	0	0	0	5	1	0	17	0	2	1	8	0	0	0	0	1	0	1	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	1	0	2	4	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	4
Otu251	6	15	80	146	126	17	51	62	23	16	11	5	9	28	4	8	6	167	11	14	5	6	17	13	38	184	7	6	5	2	38	3	11	21	12	18	4	3	1	0	3	0	0	0	6	30	0	1	1	1	0	4	2	0	11	34	1	1	0	1	1	0	0	3	2	0	9	0	5	0	37	1	1	3	2	2	0	7	2	1	0	0	2	0	0	35	34	117
Otu829	2	2	15	34	4	0	4	0	1	0	0	2	0	2	0	0	0	8	2	35	2	1	4	0	1	0	0	3	8	3	29	4	0	0	0	0	0	5	1	0	0	1	0	0	5	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
Otu767	2	0	4	6	3	0	6	10	3	5	0	2	9	2	0	0	1	62	0	3	3	1	7	4	8	20	3	3	3	2	38	0	0	0	0	3	3	2	0	0	0	0	0	1	19	22	1	0	0	0	0	0	0	0	1	9	1	2	2	0	0	0	1	1	0	1	20	0	0	0	6	0	0	3	0	0	1	0	0	0	0	0	0	0	0	12	1	12
Otu1493	4	2	0	7	8	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	1	0	0	1	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5
Otu1130	3	6	3	16	4	0	0	1	1	0	0	0	0	0	0	0	0	4	0	4	1	1	0	2	3	9	0	2	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	8	0	1	0	2	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	3
Otu2935	12	6	36	37	16	7	4	41	15	13	9	2	5	6	3	0	12	109	1	9	17	3	5	18	29	45	8	5	8	4	32	1	16	4	9	9	0	4	1	1	0	8	1	4	71	33	1	2	0	1	2	3	4	2	7	17	1	1	1	4	2	2	0	2	3	6	33	7	0	3	27	5	6	0	1	0	5	1	1	5	8	1	3	0	0	34	22	200
Otu1148	2	0	4	15	2	2	3	2	5	1	0	0	0	0	1	1	0	6	0	0	0	1	0	2	0	3	0	0	0	0	1	0	0	4	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	1	3	1	0	0	3	1	0	0	1	0	0	3	0	2	1	0	1	0	0	1	1	7
Otu739	12	0	8	25	11	5	4	4	2	9	3	1	1	3	8	1	2	17	1	15	3	0	0	4	11	61	4	1	0	1	9	1	0	2	0	2	6	1	1	0	0	1	0	0	6	30	0	0	3	0	0	0	0	0	2	5	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	4	0	0	0	0	0	0	0	0	4	1	7
Otu1770	2	0	1	5	0	2	3	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	1	1	1	1	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	6
Otu3788	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu763	4	4	11	52	3	0	7	1	4	3	2	1	0	1	0	1	0	12	0	3	1	3	2	2	4	12	1	0	3	0	18	0	0	0	0	1	0	1	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	1	0	5	0	12
Otu2636	6	15	32	174	61	14	32	18	16	46	37	12	9	18	6	15	10	158	14	33	15	14	8	19	63	190	15	8	4	9	108	11	4	17	6	16	11	8	1	5	1	2	2	7	191	111	1	3	0	2	3	1	3	2	13	44	7	6	2	2	2	3	1	1	8	1	68	48	2	3	94	7	3	21	18	4	34	31	4	12	5	2	1	1	2	39	22	48
Otu615	3	0	18	11	8	2	10	20	5	4	12	1	24	10	2	4	0	24	1	18	2	4	3	4	10	20	7	2	1	1	37	7	3	0	1	3	0	7	4	1	0	1	1	0	20	10	0	0	0	0	1	0	0	0	1	5	0	1	0	0	0	0	1	0	0	0	1	0	1	0	23	5	0	3	1	2	2	0	2	0	0	1	1	0	0	17	12	23
Otu1466	1	0	4	1	3	0	2	2	2	2	3	2	1	0	0	0	0	11	0	2	0	1	0	1	1	5	0	0	1	0	10	0	2	0	0	1	0	0	0	0	0	0	0	0	1	12	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	1	15
Otu461	9	16	2	7	13	3	9	4	1	11	3	2	9	4	0	34	1	37	1	2	2	1	5	5	1	179	0	2	2	0	12	0	0	1	0	1	0	1	0	0	0	0	0	1	8	9	0	0	1	1	0	0	0	1	3	12	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	6	0	71
Otu1628	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Otu2975	3	3	8	3	3	0	7	10	8	3	2	1	5	4	0	2	0	11	1	3	0	4	5	2	3	15	4	1	2	0	3	1	3	0	3	1	1	0	0	0	0	0	2	1	38	9	0	0	0	0	0	1	0	0	3	8	1	0	1	4	2	1	0	0	0	0	7	1	0	0	17	2	0	0	0	0	1	1	1	0	1	1	0	0	0	3	3	32
Otu936	4	1	0	12	0	1	3	8	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	1	4	16	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	0	2	4	0	0	0	1	0	0	0	0	0	9	0	0	0	2	0	1	0	0	0	0	15	0	1	0	23	1	3	1	2	0	1	1	0	0	0	1	0	0	1	6	9	1
